course_id,course_title,course_description,career_path,career_level,sector,job_role,primary_skill,secondary_skills,difficulty_level,duration_hours,provider,prerequisites,learning_outcomes,career_progression_target
C0705,Superintendent - Strategic Thinking,Comprehensive lead-level course for Superintendent professionals focusing on Sustainability Assurance and related competencies,Education,lead,Aerospace,Superintendent,Sustainability Assurance,"Capital Raising, Automated System Design, Multi-Camera Operations for Live Shows, Accounting and Tax Systems, Budgeting, Predictive Maintenance",Expert,132,External Certification,Completion of lead level requirements,"Master Sustainability Assurance, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0706,Superintendent - Executive Excellence,Comprehensive lead-level course for Superintendent professionals focusing on Restructuring Insolvency Advisory and related competencies,Education,lead,Aerospace,Superintendent,Restructuring Insolvency Advisory,"Capital Raising, Multi-Camera Operations for Live Shows, Accounting and Tax Systems, Budgeting, Predictive Maintenance, Automated System Design",Master,130,edX,Completion of lead level requirements,"Master Restructuring Insolvency Advisory, develop 6 supporting skills, advance to lead proficiency",Executive positions
C0707,Marketing Assistant - Fundamentals,Comprehensive entry-level course for Marketing Assistant professionals focusing on Programming and Coding and related competencies,Marketing,entry,Arts,Marketing Assistant,Programming and Coding,"Equipment Maintenance and Housekeeping, Food Safety Management, Lesson Planning",Beginner,28,Pluralsight,None,"Master Programming and Coding, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0708,Marketing Assistant - Advanced Concepts,Comprehensive entry-level course for Marketing Assistant professionals focusing on Business Acumen and related competencies,Marketing,entry,Aerospace,Marketing Assistant,Business Acumen,"Lesson Planning, Food Safety Management, Equipment Maintenance and Housekeeping",Beginner,21,Udemy,None,"Master Business Acumen, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0709,Marketing Assistant - Practical Applications,Comprehensive entry-level course for Marketing Assistant professionals focusing on Data Analytics and related competencies,Marketing,entry,Arts,Marketing Assistant,Data Analytics,"Lesson Planning, Food Safety Management, Equipment Maintenance and Housekeeping",Intermediate,45,MasterClass,None,"Master Data Analytics, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0710,Junior Marketing Specialist - Fundamentals,Comprehensive entry-level course for Junior Marketing Specialist professionals focusing on Systems Thinking and related competencies,Marketing,entry,Aerospace,Junior Marketing Specialist,Systems Thinking,"Lesson Planning, Food Safety Management, Equipment Maintenance and Housekeeping",Intermediate,31,MasterClass,None,"Master Systems Thinking, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0711,Junior Marketing Specialist - Advanced Concepts,Comprehensive entry-level course for Junior Marketing Specialist professionals focusing on Business Acumen and related competencies,Marketing,entry,Agrifood,Junior Marketing Specialist,Business Acumen,"Equipment Maintenance and Housekeeping, Lesson Planning, Food Safety Management",Beginner,16,LinkedIn Learning,None,"Master Business Acumen, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0712,Junior Marketing Specialist - Practical Applications,Comprehensive entry-level course for Junior Marketing Specialist professionals focusing on Business Acumen and related competencies,Marketing,entry,Aerospace,Junior Marketing Specialist,Business Acumen,"Equipment Maintenance and Housekeeping, Food Safety Management, Lesson Planning",Beginner,21,Udemy,None,"Master Business Acumen, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0713,Marketing Intern - Fundamentals,Comprehensive entry-level course for Marketing Intern professionals focusing on Programming and Coding and related competencies,Marketing,entry,Arts,Marketing Intern,Programming and Coding,"Equipment Maintenance and Housekeeping, Lesson Planning, Food Safety Management",Intermediate,36,Udemy,None,"Master Programming and Coding, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0714,Marketing Intern - Advanced Concepts,Comprehensive entry-level course for Marketing Intern professionals focusing on Business Acumen and related competencies,Marketing,entry,Arts,Marketing Intern,Business Acumen,"Food Safety Management, Equipment Maintenance and Housekeeping, Lesson Planning",Intermediate,28,External Certification,None,"Master Business Acumen, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0715,Marketing Intern - Practical Applications,Comprehensive entry-level course for Marketing Intern professionals focusing on Systems Thinking and related competencies,Marketing,entry,Aerospace,Marketing Intern,Systems Thinking,"Lesson Planning, Equipment Maintenance and Housekeeping, Food Safety Management",Beginner,27,External Certification,None,"Master Systems Thinking, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0716,Marketing Manager - Fundamentals,Comprehensive mid-level course for Marketing Manager professionals focusing on Lesson Planning and related competencies,Marketing,mid,Agrifood,Marketing Manager,Lesson Planning,"Business Acumen, Data Analytics, Aircraft Sensing Components Maintenance, Systems Thinking, Green Manufacturing Design and Implementation, Arts Curriculum Design",Advanced,70,Coursera,Completion of mid level requirements,"Master Lesson Planning, develop 6 supporting skills, advance to mid proficiency",Senior level roles
C0717,Marketing Manager - Advanced Concepts,Comprehensive mid-level course for Marketing Manager professionals focusing on Financial Modelling and related competencies,Marketing,mid,Accountancy,Marketing Manager,Financial Modelling,"Green Manufacturing Design and Implementation, Data Analytics, Arts Curriculum Design, Aircraft Sensing Components Maintenance, Programming and Coding, Business Acumen",Intermediate,55,Udemy,Completion of mid level requirements,"Master Financial Modelling, develop 6 supporting skills, advance to mid proficiency",Senior level roles
C0718,Marketing Manager - Practical Applications,Comprehensive mid-level course for Marketing Manager professionals focusing on Financial Modelling and related competencies,Marketing,mid,Arts,Marketing Manager,Financial Modelling,"Data Analytics, Green Manufacturing Design and Implementation, Aircraft Sensing Components Maintenance, Arts Curriculum Design",Advanced,70,LinkedIn Learning,Completion of mid level requirements,"Master Financial Modelling, develop 4 supporting skills, advance to mid proficiency",Senior level roles
C0719,Marketing Manager - Leadership Skills,Comprehensive mid-level course for Marketing Manager professionals focusing on Lesson Planning and related competencies,Marketing,mid,Agrifood,Marketing Manager,Lesson Planning,"Systems Thinking, Green Manufacturing Design and Implementation, Aircraft Sensing Components Maintenance, Data Analytics, Arts Curriculum Design, Programming and Coding",Advanced,65,External Certification,Completion of mid level requirements,"Master Lesson Planning, develop 6 supporting skills, advance to mid proficiency",Senior level roles
C0720,Digital Marketing Specialist - Fundamentals,Comprehensive mid-level course for Digital Marketing Specialist professionals focusing on Equipment Maintenance and Housekeeping and related competencies,Marketing,mid,Agrifood,Digital Marketing Specialist,Equipment Maintenance and Housekeeping,"Aircraft Sensing Components Maintenance, Programming and Coding, Systems Thinking, Arts Curriculum Design, Business Acumen, Green Manufacturing Design and Implementation, Data Analytics",Intermediate,43,External Certification,Completion of mid level requirements,"Master Equipment Maintenance and Housekeeping, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0721,Digital Marketing Specialist - Advanced Concepts,Comprehensive mid-level course for Digital Marketing Specialist professionals focusing on Infrastructure Design and related competencies,Marketing,mid,Accountancy,Digital Marketing Specialist,Infrastructure Design,"Arts Curriculum Design, Systems Thinking, Aircraft Sensing Components Maintenance, Programming and Coding",Advanced,65,Udemy,Completion of mid level requirements,"Master Infrastructure Design, develop 4 supporting skills, advance to mid proficiency",Senior level roles
